date,year,location,species,type,count
27-Jun,2000,Kogrukluk River,Chinook,Estimated,0
27-Jun,2000,Kogrukluk River,Chum,Estimated,0
27-Jun,2000,Kogrukluk River,Coho,Estimated,0
27-Jun,2000,Kogrukluk River,Sockeye,Estimated,0
27-Jun,2001,Kogrukluk River,Chinook,Estimated,0
27-Jun,2001,Kogrukluk River,Chum,Estimated,0
27-Jun,2001,Kogrukluk River,Coho,Estimated,0
27-Jun,2001,Kogrukluk River,Sockeye,Estimated,0
27-Jun,2002,Kogrukluk River,Chinook,Counted Live,143
27-Jun,2002,Kogrukluk River,Chum,Counted Live,630
27-Jun,2002,Kogrukluk River,Coho,Counted Live,0
27-Jun,2002,Kogrukluk River,Sockeye,Counted Live,5
27-Jun,2003,Kogrukluk River,Chinook,Counted Live,24
27-Jun,2003,Kogrukluk River,Chum,Counted Live,34
27-Jun,2003,Kogrukluk River,Coho,Counted Live,0
27-Jun,2003,Kogrukluk River,Sockeye,Counted Live,1
27-Jun,2004,Kogrukluk River,Chinook,Counted Live,108
27-Jun,2004,Kogrukluk River,Chum,Counted Live,149
27-Jun,2004,Kogrukluk River,Coho,Counted Live,0
27-Jun,2004,Kogrukluk River,Sockeye,Counted Live,3
27-Jun,2005,Kogrukluk River,Chinook,Counted Live,36
27-Jun,2005,Kogrukluk River,Chum,Counted Live,25
27-Jun,2005,Kogrukluk River,Coho,Counted Live,0
27-Jun,2005,Kogrukluk River,Sockeye,Counted Live,6
27-Jun,2006,Kogrukluk River,Chinook,Estimated,0
27-Jun,2006,Kogrukluk River,Chum,Estimated,23
27-Jun,2006,Kogrukluk River,Coho,Estimated,0
27-Jun,2006,Kogrukluk River,Sockeye,Estimated,0
27-Jun,2007,Kogrukluk River,Chinook,Counted Live,1
27-Jun,2007,Kogrukluk River,Chum,Counted Live,22
27-Jun,2007,Kogrukluk River,Coho,Counted Live,0
27-Jun,2007,Kogrukluk River,Sockeye,Counted Live,0
27-Jun,2008,Kogrukluk River,Chinook,Estimated,0
27-Jun,2008,Kogrukluk River,Chum,Estimated,0
27-Jun,2008,Kogrukluk River,Coho,Estimated,0
27-Jun,2008,Kogrukluk River,Sockeye,Estimated,0
27-Jun,2009,Kogrukluk River,Chinook,Counted Live,0
27-Jun,2009,Kogrukluk River,Chum,Counted Live,15
27-Jun,2009,Kogrukluk River,Coho,Counted Live,0
27-Jun,2009,Kogrukluk River,Sockeye,Counted Live,1
27-Jun,2010,Kogrukluk River,Chinook,Counted Live,1
27-Jun,2010,Kogrukluk River,Chum,Counted Live,1
27-Jun,2010,Kogrukluk River,Coho,Counted Live,0
27-Jun,2010,Kogrukluk River,Sockeye,Counted Live,0
